tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,71.25,0.26,13.94,4.27,0.2,0.13,2.43,4.3,2.32,,99.1,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,70.61,0.21,14.1,4.17,0.15,0.05,2.33,3.99,2.3,,97.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.267,58.812,Keiths Peat Bank,72.87,0.07,13.01,2.08,0.1,0.04,1.28,4.86,2.73,,97.04,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.74,0.06,12.94,1.91,0.09,0.06,1.3,3.87,2.76,,96.72,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.22,0.12,12.79,1.94,0.07,0.02,1.33,4.34,2.69,,96.52,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,74.36,0.06,13.24,2.06,0.06,0.02,1.3,4.66,2.77,,98.53,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.57,0.11,12.85,1.9,0.09,0.02,1.22,4.16,2.95,,96.89,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,72.7,0.12,13.14,1.89,0.13,0.01,1.34,4.79,2.88,,97,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,69.84,0.26,14.21,4.69,0.23,0.1,2.84,4.43,2.25,,98.84,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,74.31,0.07,12.88,1.94,0.06,0.02,1.35,4.13,2.74,,97.5,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,75.1,0.15,13.32,1.92,0.08,0.01,1.4,4.44,2.73,,99.15,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,74.46,0.14,13.38,1.83,0.07,0.02,1.4,3.76,2.84,,97.9,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.74,0.11,12.85,1.87,0.08,0.05,1.25,4.54,2.85,,97.34,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,75.46,0.08,12.96,2.03,0.08,0.04,1.36,4.59,2.89,,99.49,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.54,0.1,13.04,2.05,0.07,0.04,1.34,4.27,2.8,,97.25,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,72.41,0.12,13.02,1.85,0.08,0.05,1.28,4.31,2.76,,95.88,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,71.14,0.15,13.46,3.6,0.14,0.03,2.14,4.25,2.39,,97.3,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.57,0.12,12.95,1.84,0.08,0.03,1.27,4.56,2.65,,97.08,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,71.97,0.09,13.03,1.91,0.1,0.03,1.22,4.45,3.01,,95.81,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,73.91,0.1,12.78,2.04,0.11,0.04,1.31,4.52,2.72,,97.52,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,74.41,0.09,13.12,1.85,0.08,0.02,1.28,4.69,2.82,,98.34,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-4.4,57.98,Lairg AG3,70.72,0.22,13.63,3.39,0.17,0.03,2.11,4.52,2.35,,97.14,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,74.37,0.01,12.75,1.95,0.11,0.05,1.28,4.04,2.88,,97.44,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,72.28,0.06,12.33,1.92,0.1,0.04,1.24,4.13,2.73,,94.83,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,73.92,0.03,12.58,1.23,0.04,0.05,1.02,4.26,2.93,,96.06,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,62.41,1.07,13.8,9.55,0.29,1.53,4.44,4.02,2,,99.11,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,57.74,1.18,14.51,9.33,0.29,1.75,5.21,3.73,1.45,,95.19,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,72.84,0,12.5,1.95,0.09,0.05,1.28,4.05,2.88,,95.64,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,58.92,1.13,14.9,9.23,0.31,1.79,5.35,3.73,1.43,,96.79,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,69.3,0.28,14.29,5.3,0.27,0.13,2.87,4.11,2,,98.55,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,66.01,0.35,14.94,5.92,0.19,0.64,3.27,4.11,2.01,,97.44,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,67.45,0.27,13.81,5.66,0.16,0.19,3.02,3.69,2.09,,96.34,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,59.96,1.12,14.67,9.89,0.26,1.65,5.15,3.7,1.55,,97.95,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,12.339,59.383,Lake Furskogstjärnet,65.65,0.39,14.62,5.72,0.16,0.56,3.68,4.52,2.29,,97.59,"Zillen, L.M., Wastegard, S. and Snowball, I.F. (2002) Calendar year ages of three mid-Holocene tephra layers identified in varved lake sediments in west central Sweden. Quaternary Science Reviews  21 1583-1591."
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.61,0.1,12.81,1.83,0.04,0.06,1.37,4.14,2.71,,97.67,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,68.77,0.24,13.51,3.17,0.15,0.06,2.1,4.66,2.53,,95.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,71.17,0.24,13.75,3.44,0.12,0.04,2.3,4.69,2.35,,98.09,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.19,0.1,13.11,2.04,0.12,0.05,1.22,5.01,2.86,,98.71,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,63.4,0.77,14.52,9.19,0.26,0.7,4.27,3.9,1.71,,98.72,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,69.68,0.29,14.38,4.47,0.18,0.07,2.83,4.56,2.29,,98.74,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,70.59,0.2,13.69,3.48,0.17,0.02,2.02,4.49,2.52,,97.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,73.37,0.16,13.66,2.77,0.09,0.01,1.8,4.37,2.7,,98.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.31,0.13,13,1.29,0.05,0.02,1.05,5.1,2.84,,97.8,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.98,0.15,12.93,1.85,0.08,0.02,1.28,4.47,2.83,,98.58,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,63.32,0.69,14.61,8.7,0.37,0.57,4.14,4.76,1.84,,99,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,64.72,0.66,14.23,8.69,0.34,0.51,4.23,4.41,1.7,,99.89,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.56,0.09,12.41,1.75,0.08,0.01,1.2,4.36,2.56,,97.02,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,63.6,0.72,14.3,8.72,0.3,0.55,4.55,4.25,1.65,,98.64,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,73.51,0.06,12.56,1.92,0.09,0.04,1.32,3.93,2.89,,96.32,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,73.92,0.12,12.96,1.86,0.06,0.01,1.36,4.35,2.72,,97.36,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.02,0.12,12.85,1.99,0.09,0,1.24,4.63,2.97,,97.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.81,0.14,12.15,1.95,0.06,0.03,1.2,3.9,2.91,,97.18,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,68.99,0.34,13.93,5.76,0.21,0.14,3.04,4.61,2.05,,99.08,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.42,0.1,12.88,2,0.09,0.01,1.42,4.36,3.02,,98.3,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,68.76,0.3,14.19,4.7,0.19,0.16,2.6,4.21,2.08,,97.2,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,69.23,0.33,13.64,4.38,0.22,0.1,2.6,4.92,2.17,,97.58,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,70.03,0.28,13.91,4.41,0.19,0.07,2.64,4.31,2.13,,97.97,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,72.21,0.22,14.31,3.65,0.16,0.06,2.23,4.47,2.61,,99.92,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,73.65,0.07,13,2,0.08,0,1.4,3.85,2.8,,96.82,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,74.51,0.12,12.92,2.04,0.09,0.03,1.32,4.32,2.92,,98.28,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,64.34,0.63,14.86,8.53,0.23,0.64,4.36,4.03,1.73,,99.36,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,73.69,0.08,12.45,1.81,0.05,0.01,1.18,4.09,2.89,,96.25,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-3.78,58.36,Loch Leir,67.41,0.41,14.28,4.88,0.19,0.15,2.6,4.74,2.09,,96.75,"Dugmore, A.J., Larsen, G, and Newton, A.J. (1995) Seven tephra isochrones in Scotland. The Holocene  5/3 257-266"
Hekla 4 Tephra,-7.25,55.28,Mallin Head,72.64,0.28,12.85,2.48,,0.39,1.76,4.26,2.54,,97.19,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.56,0.12,12.21,1.73,,0.05,1.24,4.32,2.84,,96.07,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.77,0.13,13.46,1.55,,0.05,1.56,4.37,2.79,,97.67,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.86,0.2,12.35,1.66,,0.03,1.21,4.09,2.88,,96.29,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,74.37,0.12,12.76,1.69,,0.04,1.22,4.34,2.91,,97.45,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.67,0.06,12.53,1.78,,0.05,1.24,4,2.8,,96.13,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.79,0.13,12.65,1.67,,0.05,1.23,4.4,2.71,,96.62,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,74.16,0.14,12.59,1.66,,0.06,1.26,4.13,2.95,,96.94,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,72.73,0.14,12.49,1.64,,0.07,1.24,4.21,2.65,,95.16,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.25,0.11,12.57,1.68,,0.04,1.18,4.13,2.7,,95.67,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.33,0.09,12.56,1.67,,0.07,1.26,4.07,2.59,,95.64,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.62,0.14,12.68,1.75,,0.02,1.27,4.16,2.66,,96.29,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.82,0.12,12.36,1.7,,0.04,1.24,4.27,2.78,,96.32,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,74.48,0.14,12.3,1.67,,0.06,1.17,4.08,2.74,,96.63,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,74.42,0.16,12.62,1.72,,0.04,1.29,4.13,2.71,,97.09,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.01,0.13,12.4,1.72,,0.01,1.21,4.02,2.65,,95.15,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.57,0.16,12.59,1.61,,0.04,1.29,4.13,2.52,,95.9,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.63,0.12,12.61,1.74,,0.04,1.24,4.09,2.72,,96.18,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.15,0.18,12.8,1.66,,0.03,1.35,4.16,2.76,,96.1,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.25,55.28,Mallin Head,73.75,0.15,12.34,1.69,,0.04,1.28,3.99,2.83,,96.06,"Pilcher, J.R., Hall, V.A. and McCormac, F.G. (1996) An outline tephrochronology for the Holocene of the north of Ireland. Journal of Quaternary Science  11 (6) 485-494."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,63.86,0.54,14.19,8.21,0.25,0.39,4.14,4.24,1.75,,97.57,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,61,0.68,15.3,8.53,0.3,0.97,5.11,5.02,1.32,,98.23,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,62.31,0.74,14.33,9.01,0.34,0.69,4.73,4.28,1.65,,98.08,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,62.18,0.79,14.5,8.95,0.26,0.91,4.47,4.17,1.7,,97.93,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,60.47,0.79,14.07,8.72,0.31,0.82,4.58,4.24,1.66,,95.66,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,71.84,0.2,13.63,2.89,0.1,0.04,1.83,4.3,2.68,,97.51,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,65.15,0.47,14.02,7.52,0.32,0.33,3.62,4.26,1.8,,97.49,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,62.19,0.56,14.16,8.34,0.27,0.52,4.06,4.36,1.74,,96.2,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,72.94,0.1,12.55,1.91,0.08,0.02,1.27,4.13,2.73,,95.73,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.154,62.241,Mjauvotn,61.2,0.82,14.09,9.55,0.29,0.78,4.34,4.43,1.71,,97.21,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-20.19,65.55,Orrastadir,74.59,0.15,13.37,2.09,0.13,0,1.41,4.23,2.92,,98.91,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,73.94,0.12,13.1,1.84,0.11,0.04,1.25,4.15,2.81,,97.35,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.19,65.55,Orrastadir,73.72,0.11,13.14,1.82,0.06,0.02,1.29,3.91,2.68,,96.76,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
